flightNumber,airline,origin,destination,dayOfWeek,scheduledDepartureTime,scheduledArrivalTime,validFrom,validTo
559,GoAir,Lucknow,Hyderabad,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:45,17:45,28-10-2018,30-03-2019
580,GoAir,Kochi,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",04:45,06:15,28-10-2018,30-03-2019
587,GoAir,Kochi,Hyderabad,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:20,19:20,28-10-2018,30-03-2019
587,GoAir,Kochi,Hyderabad,Monday,17:50,19:20,28-10-2018,30-03-2019
553,GoAir,Ahmedabad,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",11:05,12:45,29-10-2018,30-03-2019
552,GoAir,Ahmedabad,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:35,22:20,28-10-2018,30-03-2019
553,GoAir,Ahmedabad,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",11:00,12:45,01-04-2019,26-10-2019
552,GoAir,Ahmedabad,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:40,22:20,31-03-2019,26-10-2019
701,GoAir,Jaipur,Hyderabad,Saturday,08:55,10:55,28-10-2018,24-03-2019
431,GoAir,Jaipur,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:45,15:05,28-10-2018,30-03-2019
894,GoAir,Bengaluru,Hyderabad,Saturday,11:30,12:40,28-10-2018,24-03-2019
952,GoAir,Guwahati,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:25,09:45,28-10-2018,30-03-2019
662,GoAir,Goa,Hyderabad,Saturday,10:45,12:10,28-10-2018,24-03-2019
125,GoAir,Kolkata,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:10,19:20,28-10-2018,30-03-2019
424,GoAir,Hyderabad,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:20,12:45,28-10-2018,30-03-2019
996,GoAir,Hyderabad,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:55,01:25,28-10-2018,30-03-2019
616,GoAir,Nagpur,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:25,10:05,01-12-2018,31-01-2019
158,GoAir,Bagdogra,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:40,16:10,28-10-2018,30-03-2019
151,GoAir,Bagdogra,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:05,19:25,28-10-2018,30-03-2019
851,GoAir,Bagdogra,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:25,17:40,31-03-2019,26-10-2019
758,GoAir,Bagdogra,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:20,18:35,31-03-2019,26-10-2019
208,GoAir,Lucknow,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",06:40,08:00,28-10-2018,30-11-2018
208,GoAir,Lucknow,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",06:40,08:00,01-02-2019,29-03-2019
188,GoAir,Lucknow,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:30,20:00,28-10-2018,30-03-2019
327,GoAir,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:55,10:10,28-10-2018,30-03-2019
643,GoAir,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:15,23:30,28-10-2018,30-03-2019
712,GoAir,Leh,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:25,11:05,28-10-2018,31-01-2019
221,GoAir,Leh,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:25,12:55,01-02-2019,30-03-2019
134,GoAir,Patna,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:15,10:05,28-10-2018,30-11-2018
134,GoAir,Patna,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:15,10:05,01-02-2019,30-03-2019
944,GoAir,Patna,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:55,14:45,28-10-2018,30-03-2019
132,GoAir,Patna,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:05,17:55,28-10-2018,30-03-2019
150,GoAir,Patna,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:10,18:55,28-10-2018,30-03-2019
218,GoAir,Patna,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:05,21:55,28-10-2018,30-11-2018
144,GoAir,Patna,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:25,00:20,28-10-2018,30-11-2018
144,GoAir,Patna,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:25,00:20,01-02-2019,30-03-2019
720,GoAir,Ahmedabad,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:10,09:50,28-10-2018,30-03-2019
718,GoAir,Ahmedabad,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:35,19:15,28-10-2018,30-03-2019
714,GoAir,Ahmedabad,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:20,00:10,28-10-2018,30-03-2019
720,GoAir,Ahmedabad,Delhi,"Monday,Wednesday,Thursday,Saturday",09:30,11:20,31-03-2019,25-10-2019
720,GoAir,Ahmedabad,Delhi,"Sunday,Tuesday,Friday",09:30,11:20,01-04-2019,26-10-2019
718,GoAir,Ahmedabad,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:55,20:40,31-03-2019,26-10-2019
116,GoAir,Bengaluru,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:45,10:40,28-10-2018,30-03-2019
124,GoAir,Bengaluru,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",11:40,14:35,29-10-2018,30-03-2019
118,GoAir,Bengaluru,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:55,23:50,28-10-2018,30-03-2019
246,GoAir,Ranchi,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:10,13:10,28-10-2018,30-03-2019
174,GoAir,Pune,Delhi,Friday,10:45,13:10,03-11-2018,30-03-2019
174,GoAir,Pune,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",11:15,13:30,28-10-2018,29-03-2019
278,GoAir,Pune,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:55,23:15,28-10-2018,30-03-2019
155,GoAir,Guwahati,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:20,20:15,28-10-2018,30-03-2019
205,GoAir,Jammu,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:10,12:55,01-02-2019,30-03-2019
186,GoAir,Jammu,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:00,17:25,28-10-2018,30-03-2019
285,GoAir,Goa,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:45,20:15,28-10-2018,30-03-2019
102,GoAir,Kolkata,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:20,16:55,28-10-2018,30-03-2019
129,GoAir,Srinagar,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:25,11:10,01-02-2019,30-03-2019
129,GoAir,Srinagar,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:15,12:50,28-10-2018,31-01-2019
224,GoAir,Srinagar,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:40,16:45,28-10-2018,30-03-2019
697,GoAir,Srinagar,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:15,17:45,28-10-2018,30-03-2019
736,GoAir,Patna,Bhubaneswar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:55,20:10,28-10-2018,30-03-2019
760,GoAir,Kolkata,Bhubaneswar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:40,10:55,28-10-2018,30-03-2019
405,GoAir,Kolkata,Bhubaneswar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:50,23:05,28-10-2018,30-03-2019
615,GoAir,Delhi,Nagpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:05,07:55,01-12-2018,31-01-2019
142,GoAir,Mumbai,Nagpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:00,20:40,28-10-2018,30-03-2019
473,GoAir,Patna,Nagpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:35,23:45,28-10-2018,30-03-2019
809,GoAir,Bengaluru,Nagpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:10,12:45,28-10-2018,30-03-2019
812,GoAir,Bengaluru,Nagpur,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:10,23:55,28-10-2018,30-03-2019
812,GoAir,Bengaluru,Nagpur,Monday,23:00,00:45,30-10-2018,26-03-2019
283,GoAir,Pune,Nagpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:40,08:55,28-10-2018,30-03-2019
157,GoAir,Delhi,Bagdogra,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:15,13:10,28-10-2018,30-03-2019
155,GoAir,Delhi,Bagdogra,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:30,15:30,28-10-2018,30-03-2019
151,GoAir,Guwahati,Bagdogra,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30,16:35,28-10-2018,30-03-2019
981,GoAir,Chennai,Bagdogra,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:50,12:40,28-10-2018,30-03-2019
541,GoAir,Kolkata,Bagdogra,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:55,14:10,28-10-2018,30-03-2019
207,GoAir,Delhi,Lucknow,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",05:00,06:10,28-10-2018,30-11-2018
207,GoAir,Delhi,Lucknow,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",05:00,06:10,01-02-2019,29-03-2019
211,GoAir,Delhi,Lucknow,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:00,10:15,28-10-2018,30-03-2019
214,GoAir,Delhi,Lucknow,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:50,18:00,28-10-2018,30-03-2019
463,GoAir,Mumbai,Lucknow,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",04:55,07:20,01-03-2019,30-03-2019
395,GoAir,Mumbai,Lucknow,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:35,12:55,28-10-2018,30-11-2018
395,GoAir,Mumbai,Lucknow,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:35,12:55,01-12-2018,31-01-2019
395,GoAir,Mumbai,Lucknow,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:35,12:55,01-02-2019,30-03-2019
497,GoAir,Mumbai,Lucknow,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:10,17:25,28-10-2018,30-03-2019
805,GoAir,Bengaluru,Lucknow,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:20,10:45,28-10-2018,30-03-2019
808,GoAir,Bengaluru,Lucknow,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:00,18:30,28-10-2018,30-03-2019
808,GoAir,Bengaluru,Lucknow,Monday,16:40,19:05,30-10-2018,26-03-2019
805,GoAir,Bengaluru,Lucknow,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:20,10:35,31-03-2019,26-10-2019
581,GoAir,Hyderabad,Kochi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:50,08:55,28-10-2018,30-03-2019
701,GoAir,Hyderabad,Kochi,Saturday,11:45,13:20,28-10-2018,24-03-2019
591,GoAir,Hyderabad,Kochi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:25,21:15,28-10-2018,30-03-2019
347,GoAir,Mumbai,Kochi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:45,12:50,28-10-2018,30-11-2018
336,GoAir,Mumbai,Kochi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:15,19:20,28-10-2018,30-03-2019
701,GoAir,Ahmedabad,Kochi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",10:50,13:20,29-10-2018,30-03-2019
729,GoAir,Ahmedabad,Kochi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:30,20:30,28-10-2018,30-03-2019
411,GoAir,Bengaluru,Kochi,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:50,13:50,28-10-2018,30-03-2019
592,GoAir,Goa,Kochi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:20,23:55,28-10-2018,30-03-2019
943,GoAir,Kolkata,Kochi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:50,13:35,28-10-2018,30-03-2019
530,GoAir,Delhi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:00,09:15,28-10-2018,30-03-2019
640,GoAir,Delhi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:05,20:25,28-10-2018,30-03-2019
544,GoAir,Delhi,Mumbai,"Sunday,Friday",22:40,01:00,29-10-2018,30-03-2019
247,GoAir,Bhubaneswar,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:55,22:35,28-10-2018,30-03-2019
141,GoAir,Nagpur,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:25,10:50,28-10-2018,30-03-2019
464,GoAir,Lucknow,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:55,10:20,01-03-2019,30-03-2019
404,GoAir,Lucknow,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:25,15:45,28-10-2018,30-11-2018
404,GoAir,Lucknow,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:25,15:45,01-12-2018,31-01-2019
404,GoAir,Lucknow,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:25,15:45,01-02-2019,30-03-2019
396,GoAir,Lucknow,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:00,20:20,28-10-2018,30-03-2019
468,GoAir,Kochi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:20,15:30,28-10-2018,30-11-2018
345,GoAir,Kochi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:50,22:00,28-10-2018,30-03-2019
586,GoAir,Patna,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:15,17:00,28-10-2018,30-03-2019
465,GoAir,Port Blair,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:55,11:35,28-10-2018,28-02-2019
459,GoAir,Ahmedabad,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:25,10:40,28-10-2018,30-03-2019
368,GoAir,Ahmedabad,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:05,21:25,28-10-2018,30-03-2019
413,GoAir,Ahmedabad,Mumbai,Saturday,00:35,02:00,31-03-2019,31-03-2019
537,GoAir,Ahmedabad,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:55,21:25,31-03-2019,26-10-2019
388,GoAir,Jaipur,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:15,10:05,28-10-2018,30-11-2018
388,GoAir,Jaipur,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:15,10:05,01-12-2018,31-01-2019
388,GoAir,Jaipur,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:15,10:05,01-02-2019,30-03-2019
520,GoAir,Bengaluru,Mumbai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:40,18:30,28-10-2018,30-03-2019
426,GoAir,Bengaluru,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:05,00:05,28-10-2018,30-03-2019
418,GoAir,Bengaluru,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45,07:20,31-03-2019,26-10-2019
395,GoAir,Bengaluru,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:15,10:00,31-03-2019,26-10-2019
706,GoAir,Ranchi,Mumbai,Saturday,11:25,13:55,28-10-2018,25-11-2018
706,GoAir,Ranchi,Mumbai,Saturday,11:25,13:55,02-12-2018,27-01-2019
706,GoAir,Ranchi,Mumbai,Saturday,11:25,13:55,03-02-2019,24-03-2019
484,GoAir,Ranchi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:15,22:00,28-10-2018,30-03-2019
582,GoAir,Chandigarh,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",11:25,13:55,29-10-2018,30-11-2018
582,GoAir,Chandigarh,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",11:25,13:55,01-12-2018,31-01-2019
582,GoAir,Chandigarh,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",11:25,13:55,01-02-2019,30-03-2019
302,GoAir,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:00,06:55,28-10-2018,30-03-2019
304,GoAir,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:45,15:40,28-10-2018,30-03-2019
478,GoAir,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:10,14:35,28-10-2018,30-03-2019
287,GoAir,Srinagar,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30,18:25,28-10-2018,30-03-2019
710,GoAir,Delhi,Leh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:25,08:55,28-10-2018,31-01-2019
220,GoAir,Delhi,Leh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:15,10:55,01-02-2019,30-03-2019
205,GoAir,Jammu,Leh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:45,10:55,28-10-2018,31-01-2019
135,GoAir,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:05,07:45,28-10-2018,30-11-2018
135,GoAir,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:05,07:45,01-02-2019,30-03-2019
149,GoAir,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:10,16:40,28-10-2018,30-03-2019
217,GoAir,Delhi,Patna,"Monday,Wednesday,Thursday,Saturday",17:55,19:35,28-10-2018,30-11-2018
737,GoAir,Bhubaneswar,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:45,22:05,28-10-2018,30-03-2019
585,GoAir,Mumbai,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:20,13:45,28-10-2018,30-03-2019
272,GoAir,Bengaluru,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:15,11:50,28-10-2018,30-03-2019
373,GoAir,Bengaluru,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:20,11:50,31-03-2019,26-10-2019
761,GoAir,Kolkata,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:25,14:45,28-10-2018,30-03-2019
461,GoAir,Mumbai,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",04:00,07:25,28-10-2018,28-02-2019
802,GoAir,Bengaluru,Port Blair,Monday,11:45,14:30,30-10-2018,26-03-2019
802,GoAir,Bengaluru,Port Blair,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:10,14:45,28-10-2018,30-03-2019
802,GoAir,Bengaluru,Port Blair,Monday,11:55,14:30,17-09-2019,22-10-2019
802,GoAir,Bengaluru,Port Blair,Monday,11:55,14:30,02-04-2019,11-06-2019
802,GoAir,Bengaluru,Port Blair,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:10,14:50,31-03-2019,14-06-2019
802,GoAir,Bengaluru,Port Blair,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:10,14:50,16-09-2019,26-10-2019
305,GoAir,Chennai,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:15,10:30,28-10-2018,30-03-2019
101,GoAir,Kolkata,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:35,10:55,28-10-2018,30-03-2019
551,GoAir,Hyderabad,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",08:35,10:30,29-10-2018,30-03-2019
554,GoAir,Hyderabad,Ahmedabad,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:20,20:05,28-10-2018,30-03-2019
719,GoAir,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:00,07:40,28-10-2018,30-03-2019
717,GoAir,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30,17:05,28-10-2018,30-03-2019
713,GoAir,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:05,21:45,28-10-2018,30-03-2019
805,GoAir,Lucknow,Ahmedabad,Monday,11:15,13:10,30-10-2018,26-03-2019
732,GoAir,Lucknow,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:15,17:00,28-10-2018,30-03-2019
702,GoAir,Kochi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:50,16:30,28-10-2018,30-03-2019
365,GoAir,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:40,08:55,28-10-2018,30-03-2019
569,GoAir,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:25,20:40,28-10-2018,30-03-2019
412,GoAir,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:40,00:05,28-10-2018,30-03-2019
701,GoAir,Jaipur,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",08:55,10:15,29-10-2018,30-03-2019
801,GoAir,Bengaluru,Ahmedabad,Monday,06:05,08:30,30-10-2018,26-03-2019
803,GoAir,Bengaluru,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:00,21:15,28-10-2018,30-03-2019
801,GoAir,Bengaluru,Ahmedabad,Monday,06:30,08:40,02-04-2019,22-10-2019
514,GoAir,Chandigarh,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",10:45,12:45,29-10-2018,30-03-2019
912,GoAir,Chandigarh,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",16:05,17:35,29-10-2018,30-03-2019
911,GoAir,Chennai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",07:30,10:00,29-10-2018,30-03-2019
911,GoAir,Chennai,Ahmedabad,Saturday,15:15,17:35,28-10-2018,24-03-2019
794,GoAir,Goa,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:30,22:35,28-10-2018,30-03-2019
537,GoAir,Kolkata,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:25,19:25,28-10-2018,30-03-2019
430,GoAir,Hyderabad,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:55,12:15,28-10-2018,30-03-2019
390,GoAir,Mumbai,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45,07:45,01-12-2018,31-01-2019
390,GoAir,Mumbai,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45,07:45,01-02-2019,30-03-2019
702,GoAir,Ahmedabad,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:05,18:45,28-10-2018,30-03-2019
702,GoAir,Ahmedabad,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:10,18:30,31-03-2019,26-10-2019
383,GoAir,Chennai,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:40,17:25,28-10-2018,30-03-2019
896,GoAir,Hyderabad,Bengaluru,Saturday,13:10,14:25,28-10-2018,24-03-2019
113,GoAir,Delhi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:50,08:40,28-10-2018,30-03-2019
120,GoAir,Delhi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",15:15,18:05,29-10-2018,30-03-2019
557,GoAir,Delhi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:35,21:25,28-10-2018,30-03-2019
811,GoAir,Nagpur,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:00,07:40,28-10-2018,30-03-2019
810,GoAir,Nagpur,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:30,15:00,28-10-2018,30-03-2019
807,GoAir,Lucknow,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:15,14:00,28-10-2018,30-03-2019
806,GoAir,Lucknow,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:00,21:40,28-10-2018,30-03-2019
806,GoAir,Lucknow,Bengaluru,Monday,19:35,22:10,30-10-2018,26-03-2019
410,GoAir,Kochi,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:20,15:20,28-10-2018,30-03-2019
517,GoAir,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Friday,Saturday",06:00,07:40,28-10-2018,30-03-2019
396,GoAir,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:00,22:45,28-10-2018,30-03-2019
