flightNumber,airline,origin,destination,dayOfWeek,scheduledDepartureTime,scheduledArrivalTime,validFrom,validTo
7203,TestIndigo,Vijayawada,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:50,09:40,28-10-2018,30-03-2019
7133,TestIndigo,Vijayawada,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30,17:10,28-10-2018,30-03-2019
989,TestIndigo,Indore,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",04:40,06:40,28-10-2018,30-03-2019
703,TestIndigo,Indore,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:55,12:50,28-10-2018,30-03-2019
737,TestIndigo,Indore,Bengaluru,Monday,14:00,15:45,30-10-2018,26-03-2019
708,TestIndigo,Indore,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:05,21:00,28-10-2018,30-03-2019
808,TestIndigo,Indore,Bengaluru,Monday,21:35,22:30,13-11-2018,26-03-2019
5997,TestIndigo,Allahabad,Bengaluru,Monday,13:30,16:00,02-04-2019,22-10-2019
5997,TestIndigo,Allahabad,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:40,19:00,31-03-2019,26-10-2019
406,TestIndigo,Raipur,Bengaluru,Monday,07:40,09:40,30-10-2018,26-03-2019
491,TestIndigo,Chandigarh,Bengaluru,Monday,08:10,11:15,30-10-2018,27-11-2018
491,TestIndigo,Chandigarh,Bengaluru,Monday,08:10,11:15,19-02-2019,26-03-2019
491,TestIndigo,Chandigarh,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday",10:45,13:45,29-10-2018,30-11-2018
491,TestIndigo,Chandigarh,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday",10:45,13:45,16-02-2019,30-03-2019
593,TestIndigo,Chandigarh,Bengaluru,Monday,13:20,16:25,30-10-2018,26-03-2019
593,TestIndigo,Chandigarh,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:35,18:35,28-10-2018,30-03-2019
819,TestIndigo,Pune,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:00,06:35,29-10-2018,30-03-2019
407,TestIndigo,Pune,Bengaluru,Friday,10:45,12:15,03-11-2018,30-03-2019
407,TestIndigo,Pune,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Saturday",11:00,12:30,28-10-2018,29-03-2019
758,TestIndigo,Pune,Bengaluru,Saturday,13:05,14:35,28-10-2018,24-03-2019
105,TestIndigo,Pune,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",17:20,18:50,28-10-2018,29-03-2019
499,TestIndigo,Udaipur,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:00,20:10,28-10-2018,30-03-2019
7106,TestIndigo,Tirupati,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:10,09:10,28-10-2018,30-03-2019
7113,TestIndigo,Tirupati,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:30,15:25,28-10-2018,30-03-2019
389,TestIndigo,Guwahati,Bengaluru,Monday,08:30,11:50,30-10-2018,26-03-2019
389,TestIndigo,Guwahati,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:30,11:50,28-10-2018,30-03-2019
316,TestIndigo,Guwahati,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:35,20:55,28-10-2018,30-03-2019
271,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:15,10:20,28-10-2018,30-03-2019
119,TestIndigo,Chennai,Bengaluru,Saturday,13:55,14:55,28-10-2018,24-03-2019
119,TestIndigo,Chennai,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday",13:55,14:55,29-10-2018,30-03-2019
847,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:55,17:55,28-10-2018,30-03-2019
7224,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:30,19:40,28-10-2018,30-03-2019
232,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:15,22:15,28-10-2018,30-03-2019
662,TestIndigo,Hubli,Bengaluru,Saturday,18:15,19:15,28-10-2018,24-03-2019
2066,TestIndigo,Surat,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:50,10:40,28-10-2018,30-03-2019
312,TestIndigo,Coimbatore,Bengaluru,Monday,09:40,10:45,30-10-2018,26-03-2019
347,TestIndigo,Coimbatore,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:30,15:35,28-10-2018,30-03-2019
347,TestIndigo,Coimbatore,Bengaluru,Monday,18:05,19:10,30-10-2018,26-03-2019
7161,TestIndigo,Tiruchirappalli,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:00,09:05,28-10-2018,30-03-2019
477,TestIndigo,Goa,Bengaluru,Friday,05:25,06:35,03-11-2018,30-03-2019
477,TestIndigo,Goa,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",08:15,09:20,28-10-2018,29-03-2019
345,TestIndigo,Kolkata,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:35,12:20,28-10-2018,30-03-2019
822,TestIndigo,Kolkata,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:10,12:55,28-10-2018,30-03-2019
958,TestIndigo,Kolkata,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:20,17:05,28-10-2018,30-03-2019
994,TestIndigo,Kolkata,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:10,17:45,28-10-2018,30-03-2019
6965,TestIndigo,Kolkata,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:20,17:55,28-10-2018,30-03-2019
7205,TestIndigo,Hyderabad,Vijayawada,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:20,14:25,28-10-2018,30-03-2019
7211,TestIndigo,Hyderabad,Vijayawada,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:35,20:40,28-10-2018,30-03-2019
423,TestIndigo,Delhi,Vijayawada,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:10,15:30,28-10-2018,30-03-2019
7204,TestIndigo,Bengaluru,Vijayawada,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:00,11:35,28-10-2018,30-03-2019
7134,TestIndigo,Bengaluru,Vijayawada,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:30,20:10,28-10-2018,30-03-2019
7204,TestIndigo,Bengaluru,Vijayawada,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:00,11:30,31-03-2019,26-10-2019
7132,TestIndigo,Chennai,Vijayawada,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:35,15:10,28-10-2018,30-03-2019
7208,TestIndigo,Chennai,Vijayawada,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:30,17:55,28-10-2018,30-03-2019
7231,TestIndigo,Chennai,Vijayawada,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:40,19:10,25-11-2018,30-03-2019
421,TestIndigo,Delhi,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:20,09:05,28-10-2018,30-03-2019
509,TestIndigo,Delhi,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:00,13:50,28-10-2018,30-03-2019
6325,TestIndigo,Delhi,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",15:35,17:25,28-10-2018,29-03-2019
6325,TestIndigo,Delhi,Ranchi,Friday,15:35,17:25,03-11-2018,30-03-2019
5097,TestIndigo,Delhi,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:15,20:10,28-10-2018,30-03-2019
499,TestIndigo,Patna,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:35,14:25,01-11-2018,30-03-2019
485,TestIndigo,Patna,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:55,15:50,28-10-2018,30-03-2019
787,TestIndigo,Patna,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30,16:15,28-10-2018,30-03-2019
498,TestIndigo,Bengaluru,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:25,07:50,01-11-2018,30-03-2019
3955,TestIndigo,Kolkata,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:20,06:30,01-12-2018,15-02-2019
344,TestIndigo,Kolkata,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:35,12:40,28-10-2018,30-03-2019
997,TestIndigo,Kolkata,Ranchi,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:40,19:25,28-10-2018,30-03-2019
997,TestIndigo,Kolkata,Ranchi,Monday,18:50,19:25,30-10-2018,26-03-2019
733,TestIndigo,Delhi,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:05,12:30,28-10-2018,30-03-2019
436,TestIndigo,Delhi,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:00,18:25,28-10-2018,30-03-2019
646,TestIndigo,Delhi,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:35,21:00,28-10-2018,30-03-2019
438,TestIndigo,Lucknow,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:30,09:00,28-10-2018,30-03-2019
181,TestIndigo,Mumbai,Indore,Saturday,12:05,13:25,28-10-2018,24-03-2019
741,TestIndigo,Mumbai,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:00,16:15,28-10-2018,30-03-2019
225,TestIndigo,Mumbai,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:25,20:50,28-10-2018,30-03-2019
704,TestIndigo,Ahmedabad,Indore,Monday,12:25,13:25,30-10-2018,26-03-2019
702,TestIndigo,Bengaluru,Indore,Monday,08:30,10:25,30-10-2018,26-03-2019
702,TestIndigo,Bengaluru,Indore,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:30,10:25,28-10-2018,30-03-2019
702,TestIndigo,Bengaluru,Indore,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:30,10:25,31-03-2019,26-10-2019
807,TestIndigo,Bengaluru,Indore,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:25,15:30,31-03-2019,26-10-2019
245,TestIndigo,Raipur,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:30,10:05,28-10-2018,30-03-2019
708,TestIndigo,Raipur,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:15,18:35,28-10-2018,30-03-2019
143,TestIndigo,Chennai,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:10,19:10,28-10-2018,30-03-2019
252,TestIndigo,Goa,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:00,14:50,28-10-2018,30-03-2019
2064,TestIndigo,Delhi,Vadodara,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:55,15:40,28-10-2018,30-03-2019
567,TestIndigo,Mumbai,Vadodara,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:25,07:35,28-10-2018,30-03-2019
621,TestIndigo,Mumbai,Vadodara,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30,16:40,28-10-2018,30-03-2019
7252,TestIndigo,Guwahati,Silchar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:40,10:55,02-01-2019,30-03-2019
7249,TestIndigo,Kolkata,Silchar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",02:35,11:15,30-11-2018,01-01-2019
7249,TestIndigo,Kolkata,Silchar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",03:55,08:30,02-01-2019,30-03-2019
5998,TestIndigo,Bengaluru,Allahabad,Monday,10:30,13:00,02-04-2019,22-10-2019
7987,TestIndigo,Raipur,Allahabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:00,14:30,28-10-2018,30-03-2019
384,TestIndigo,Hyderabad,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:55,09:10,28-10-2018,30-03-2019
334,TestIndigo,Hyderabad,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:15,11:45,28-10-2018,30-03-2019
297,TestIndigo,Hyderabad,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:20,17:40,28-10-2018,30-03-2019
466,TestIndigo,Hyderabad,Raipur,Monday,17:20,18:35,30-10-2018,26-03-2019
466,TestIndigo,Hyderabad,Raipur,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:50,19:10,28-10-2018,30-03-2019
471,TestIndigo,Hyderabad,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:25,20:40,28-10-2018,30-03-2019
2393,TestIndigo,Delhi,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:30,10:15,28-10-2018,30-03-2019
2201,TestIndigo,Delhi,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:30,14:15,28-10-2018,30-03-2019
2912,TestIndigo,Delhi,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:30,19:15,28-10-2018,30-03-2019
7234,TestIndigo,Bhubaneswar,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:20,18:20,01-01-2019,30-03-2019
801,TestIndigo,Mumbai,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:25,11:15,28-10-2018,30-03-2019
324,TestIndigo,Mumbai,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:25,16:15,28-10-2018,30-03-2019
712,TestIndigo,Mumbai,Raipur,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:45,18:40,01-12-2018,15-02-2019
712,TestIndigo,Mumbai,Raipur,Monday,16:45,18:40,04-12-2018,12-02-2019
828,TestIndigo,Bengaluru,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:05,20:55,28-10-2018,30-03-2019
405,TestIndigo,Bengaluru,Raipur,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:50,09:50,31-03-2019,26-10-2019
811,TestIndigo,Indore,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:40,09:00,28-10-2018,30-03-2019
252,TestIndigo,Indore,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:20,16:35,28-10-2018,30-03-2019
7986,TestIndigo,Allahabad,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:15,12:30,28-10-2018,30-03-2019
7989,TestIndigo,Allahabad,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:05,12:00,15-06-2019,26-10-2019
708,TestIndigo,Kolkata,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:20,16:45,28-10-2018,30-03-2019
269,TestIndigo,Hyderabad,Chandigarh,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:00,14:25,28-10-2018,30-03-2019
545,TestIndigo,Delhi,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",06:40,07:25,29-10-2018,30-11-2018
545,TestIndigo,Delhi,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",06:40,07:25,16-02-2019,30-03-2019
937,TestIndigo,Delhi,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",13:35,14:30,29-10-2018,30-03-2019
495,TestIndigo,Mumbai,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",09:20,11:40,29-10-2018,30-03-2019
734,TestIndigo,Mumbai,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",11:45,14:05,29-10-2018,30-03-2019
592,TestIndigo,Bengaluru,Chandigarh,Monday,09:20,12:30,30-10-2018,26-03-2019
6512,TestIndigo,Bengaluru,Chandigarh,"Sunday,Tuesday,Wednesday,Thursday,Friday",07:10,10:15,01-04-2019,26-10-2019
592,TestIndigo,Bengaluru,Chandigarh,Monday,09:20,12:30,02-04-2019,22-10-2019
6514,TestIndigo,Bengaluru,Chandigarh,Monday,09:40,13:00,02-04-2019,22-10-2019
592,TestIndigo,Bengaluru,Chandigarh,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:00,15:00,31-03-2019,26-10-2019
496,TestIndigo,Hyderabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",14:25,15:40,28-10-2018,29-03-2019
118,TestIndigo,Hyderabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:05,23:15,28-10-2018,30-03-2019
769,TestIndigo,Delhi,Pune,Friday,08:10,10:15,03-11-2018,30-03-2019
769,TestIndigo,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",08:20,10:30,28-10-2018,29-03-2019
105,TestIndigo,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",14:40,16:50,28-10-2018,29-03-2019
286,TestIndigo,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:45,20:00,28-10-2018,30-03-2019
671,TestIndigo,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:50,23:00,28-10-2018,30-03-2019
337,TestIndigo,Kochi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",00:25,02:10,28-10-2018,30-03-2019
528,TestIndigo,Kochi,Pune,Monday,13:20,15:00,30-10-2018,26-03-2019
202,TestIndigo,Ahmedabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",16:10,17:25,28-10-2018,29-03-2019
674,TestIndigo,Ahmedabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:55,23:10,28-10-2018,30-03-2019
351,TestIndigo,Ahmedabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",04:35,05:55,31-03-2019,26-10-2019
202,TestIndigo,Ahmedabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",16:10,17:25,31-03-2019,25-10-2019
674,TestIndigo,Ahmedabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:50,23:10,31-03-2019,26-10-2019
699,TestIndigo,Bengaluru,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",03:05,04:30,29-10-2018,30-03-2019
6104,TestIndigo,Bengaluru,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",09:40,11:05,28-10-2018,29-03-2019
287,TestIndigo,Bengaluru,Pune,Saturday,10:55,12:30,28-10-2018,24-03-2019
528,TestIndigo,Bengaluru,Pune,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:55,18:30,28-10-2018,30-11-2018
528,TestIndigo,Bengaluru,Pune,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:55,18:30,01-12-2018,30-03-2019
426,TestIndigo,Bengaluru,Pune,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:25,21:50,28-10-2018,30-03-2019
6104,TestIndigo,Bengaluru,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",09:40,11:05,31-03-2019,25-10-2019
6287,TestIndigo,Bengaluru,Pune,Saturday,11:05,12:30,31-03-2019,20-10-2019
502,TestIndigo,Chennai,Pune,Friday,08:10,09:55,03-11-2018,30-03-2019
502,TestIndigo,Chennai,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",08:50,10:30,28-10-2018,29-03-2019
311,TestIndigo,Chennai,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",11:40,13:15,28-10-2018,29-03-2019
117,TestIndigo,Goa,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",02:05,03:10,28-10-2018,30-03-2019
794,TestIndigo,Kolkata,Pune,Friday,19:15,21:55,03-11-2018,30-03-2019
794,TestIndigo,Kolkata,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",19:15,22:00,28-10-2018,29-03-2019
481,TestIndigo,Hyderabad,Udaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:05,16:45,28-10-2018,30-03-2019
2746,TestIndigo,Delhi,Udaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:55,09:10,28-10-2018,30-03-2019
2554,TestIndigo,Delhi,Udaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:15,14:25,28-10-2018,30-03-2019
749,TestIndigo,Mumbai,Udaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:15,13:40,28-10-2018,30-03-2019
442,TestIndigo,Jaipur,Udaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:10,17:05,28-10-2018,30-11-2018
442,TestIndigo,Jaipur,Udaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:10,17:05,01-12-2018,15-02-2019
442,TestIndigo,Jaipur,Udaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:10,17:05,16-02-2019,30-03-2019
968,TestIndigo,Bengaluru,Udaipur,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:10,17:30,28-10-2018,30-03-2019
968,TestIndigo,Bengaluru,Udaipur,Monday,10:40,13:05,02-04-2019,22-10-2019
978,TestIndigo,Bengaluru,Udaipur,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:30,13:50,31-03-2019,26-10-2019
513,TestIndigo,Chennai,Udaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:20,11:50,28-10-2018,30-03-2019
7112,TestIndigo,Hyderabad,Tirupati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:45,14:10,28-10-2018,30-03-2019
7116,TestIndigo,Hyderabad,Tirupati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:10,20:35,28-10-2018,30-03-2019
7993,TestIndigo,Kolhapur,Tirupati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:05,11:00,28-10-2018,30-03-2019
7107,TestIndigo,Bengaluru,Tirupati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:30,10:30,28-10-2018,30-03-2019
7114,TestIndigo,Bengaluru,Tirupati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:45,16:45,28-10-2018,30-03-2019
7107,TestIndigo,Bengaluru,Tirupati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:30,10:30,31-03-2019,26-10-2019
939,TestIndigo,Delhi,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:45,10:20,28-10-2018,30-03-2019
889,TestIndigo,Delhi,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:20,15:40,28-10-2018,30-03-2019
694,TestIndigo,Delhi,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:25,19:45,28-10-2018,30-03-2019
954,TestIndigo,Varanasi,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:15,13:15,28-10-2018,30-03-2019
726,TestIndigo,Bhubaneswar,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:30,08:15,28-10-2018,30-03-2019
433,TestIndigo,Bagdogra,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30,16:25,28-10-2018,30-03-2019
433,TestIndigo,Bagdogra,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:05,16:50,31-03-2019,26-10-2019
659,TestIndigo,Kochi,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:40,09:00,25-11-2018,30-03-2019
958,TestIndigo,Mumbai,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:10,10:10,28-10-2018,30-03-2019
813,TestIndigo,Mumbai,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:45,19:50,28-10-2018,30-03-2019
895,TestIndigo,Amritsar,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:50,22:30,31-03-2019,26-10-2019
614,TestIndigo,Imphal,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:45,10:40,28-10-2018,30-03-2019
3906,TestIndigo,Imphal,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:10,13:05,28-10-2018,30-03-2019
187,TestIndigo,Imphal,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:45,14:30,28-10-2018,30-03-2019
6146,TestIndigo,Ahmedabad,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:00,20:20,31-03-2019,26-10-2019
119,TestIndigo,Bengaluru,Guwahati,Saturday,15:25,18:20,28-10-2018,24-03-2019
119,TestIndigo,Bengaluru,Guwahati,"Sunday,Tuesday,Wednesday,Thursday,Friday",15:25,18:20,29-10-2018,30-03-2019
7251,TestIndigo,Silchar,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:50,09:20,02-01-2019,30-03-2019
571,TestIndigo,Chennai,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",15:00,18:00,28-10-2018,29-03-2019
364,TestIndigo,Chennai,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:10,21:40,28-10-2018,30-03-2019
3645,TestIndigo,Dibrugarh,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:45,14:40,28-10-2018,30-03-2019
465,TestIndigo,Agartala,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:15,10:00,28-10-2018,30-11-2018
465,TestIndigo,Agartala,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:15,10:00,01-12-2018,15-02-2019
465,TestIndigo,Agartala,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:15,10:00,16-02-2019,30-03-2019
